Tiempo,Extension,Carga
0.00000,0.00000,-0.00288
0.10000,0.00229,-0.00118
0.20000,0.00937,0.00647
0.30000,0.01937,0.01917
0.40000,0.02937,0.03354
0.50000,0.03917,0.04614
0.60000,0.04854,0.05757
0.70000,0.05750,0.06945
0.80000,0.06625,0.07874
0.90000,0.07479,0.08982
1.00000,0.08333,0.09865
1.10000,0.09167,0.10840
1.20000,0.10000,0.11806
1.30000,0.10833,0.12511
1.40000,0.11646,0.13437
1.50000,0.12500,0.14223
1.60000,0.13333,0.15007
1.70000,0.14167,0.15906
1.80000,0.15000,0.16599
1.90000,0.15812,0.17627
2.00000,0.16646,0.18351
2.10000,0.17500,0.18992
2.20000,0.18333,0.19516
2.30000,0.19167,0.20469
2.40000,0.20000,0.21149
2.50000,0.20854,0.21884
2.60000,0.21708,0.22625
2.70000,0.22521,0.23248
2.80000,0.23333,0.23804
2.90000,0.24167,0.24584
3.00000,0.25000,0.25162
3.10000,0.25854,0.25822
3.20000,0.26667,0.26392
3.30000,0.27479,0.27002
3.40000,0.28333,0.27684
3.50000,0.29187,0.28313
3.60000,0.30021,0.28918
3.70000,0.30854,0.29458
3.80000,0.31646,0.29982
3.90000,0.32500,0.30665
4.00000,0.33354,0.31165
4.10000,0.34208,0.31807
4.20000,0.35021,0.32175
4.30000,0.35833,0.32848
4.40000,0.36667,0.33511
4.50000,0.37521,0.33874
4.60000,0.38354,0.34532
4.70000,0.39167,0.34964
4.80000,0.39979,0.35419
4.90000,0.40833,0.36127
5.00000,0.41708,0.36569
5.10000,0.42542,0.37077
5.20000,0.43312,0.37576
5.30000,0.44146,0.38043
5.40000,0.45000,0.38583
5.50000,0.45854,0.39132
5.60000,0.46687,0.39596
5.70000,0.47479,0.40004
5.80000,0.48312,0.40497
5.90000,0.49187,0.41058
6.00000,0.50062,0.41531
6.10000,0.50875,0.42034
6.20000,0.51646,0.42361
6.30000,0.52479,0.42986
6.40000,0.53354,0.43524
6.50000,0.54208,0.44022
6.60000,0.55021,0.44358
6.70000,0.55812,0.44661
6.80000,0.56667,0.45149
6.90000,0.57521,0.45737
7.00000,0.58375,0.46161
7.10000,0.59187,0.46669
7.20000,0.59979,0.46999
7.30000,0.60812,0.47604
7.40000,0.61708,0.48049
7.50000,0.62542,0.48417
7.60000,0.63354,0.48771
7.70000,0.64167,0.49348
7.80000,0.65000,0.49764
7.90000,0.65854,0.50259
8.00000,0.66687,0.50730
8.10000,0.67500,0.51059
8.20000,0.68312,0.51398
8.30000,0.69146,0.51964
8.40000,0.70021,0.52470
8.50000,0.70854,0.52892
8.60000,0.71687,0.53272
8.70000,0.72500,0.53638
8.80000,0.73354,0.54052
8.90000,0.74187,0.54575
9.00000,0.75021,0.54939
9.10000,0.75854,0.55314
9.20000,0.76667,0.55808
9.30000,0.77521,0.56167
9.40000,0.78375,0.56561
9.50000,0.79187,0.56980
9.60000,0.80000,0.57309
9.70000,0.80833,0.57676
9.80000,0.81687,0.58199
9.90000,0.82521,0.58609
10.00000,0.83354,0.59008
10.10000,0.84187,0.59333
10.20000,0.85000,0.59716
10.30000,0.85833,0.60128
10.40000,0.86667,0.60652
10.50000,0.87500,0.61066
10.60000,0.88312,0.61362
10.70000,0.89146,0.61846
10.80000,0.90000,0.62252
10.90000,0.90833,0.62679
11.00000,0.91687,0.63052
11.10000,0.92521,0.63468
11.20000,0.93333,0.63778
11.30000,0.94167,0.64218
11.40000,0.95021,0.64598
11.50000,0.95854,0.65018
11.60000,0.96708,0.65371
11.70000,0.97521,0.65860
11.80000,0.98354,0.66312
11.90000,0.99167,0.66614
12.00000,1.00000,0.66897
12.10000,1.00833,0.67227
12.20000,1.01667,0.67582
12.30000,1.02500,0.68159
12.40000,1.03333,0.68447
12.50000,1.04187,0.68874
12.60000,1.05042,0.69175
12.70000,1.05854,0.69503
12.80000,1.06667,0.69873
12.90000,1.07500,0.70231
13.00000,1.08333,0.70607
13.10000,1.09167,0.70941
13.20000,1.09979,0.71362
13.30000,1.10812,0.71705
13.40000,1.11667,0.72080
13.50000,1.12521,0.72461
13.60000,1.13375,0.72822
13.70000,1.14187,0.73111
13.80000,1.14979,0.73442
13.90000,1.15833,0.73824
14.00000,1.16687,0.74238
14.10000,1.17542,0.74512
14.20000,1.18354,0.74856
14.30000,1.19167,0.75262
14.40000,1.20000,0.75600
14.50000,1.20875,0.75948
14.60000,1.21687,0.76285
14.70000,1.22479,0.76613
14.80000,1.23312,0.76946
14.90000,1.24187,0.77303
15.00000,1.25062,0.77724
15.10000,1.25875,0.78056
15.20000,1.26646,0.78315
15.30000,1.27479,0.78598
15.40000,1.28333,0.79007
15.50000,1.29187,0.79321
15.60000,1.30021,0.79558
15.70000,1.30812,0.79695
15.80000,1.31646,0.80143
15.90000,1.32521,0.80553
16.00000,1.33396,0.80833
16.10000,1.34208,0.81251
16.20000,1.34979,0.81564
16.30000,1.35812,0.81862
16.40000,1.36687,0.82273
16.50000,1.37542,0.82591
16.60000,1.38354,0.82872
16.70000,1.39167,0.83236
16.80000,1.40000,0.83432
16.90000,1.40854,0.83865
17.00000,1.41708,0.84166
17.10000,1.42500,0.84398
17.20000,1.43312,0.84832
17.30000,1.44167,0.85043
17.40000,1.45021,0.85343
17.50000,1.45875,0.85839
17.60000,1.46687,0.86052
17.70000,1.47500,0.86422
17.80000,1.48333,0.86687
17.90000,1.49187,0.87048
18.00000,1.50021,0.87231
18.10000,1.50812,0.87520
18.20000,1.51646,0.87778
18.30000,1.52479,0.88082
18.40000,1.53354,0.88439
18.50000,1.54208,0.88642
18.60000,1.55021,0.88932
18.70000,1.55833,0.89272
18.80000,1.56687,0.89657
18.90000,1.57521,0.89859
19.00000,1.58375,0.90181
19.10000,1.59187,0.90371
19.20000,1.60000,0.90811
19.30000,1.60854,0.91075
19.40000,1.61687,0.91341
19.50000,1.62500,0.91620
19.60000,1.63333,0.91925
19.70000,1.64146,0.92208
19.80000,1.65021,0.92482
19.90000,1.65854,0.92706
20.00000,1.66687,0.93058
20.10000,1.67521,0.93330
20.20000,1.68354,0.93524
20.30000,1.69187,0.93892
20.40000,1.70021,0.94089
20.50000,1.70833,0.94445
20.60000,1.71646,0.94752
20.70000,1.72500,0.94854
20.80000,1.73333,0.95225
20.90000,1.74187,0.95626
21.00000,1.75021,0.95885
21.10000,1.75854,0.96142
21.20000,1.76667,0.96331
21.30000,1.77500,0.96644
21.40000,1.78354,0.96942
21.50000,1.79187,0.97217
21.60000,1.80021,0.97532
21.70000,1.80833,0.97745
21.80000,1.81687,0.98026
21.90000,1.82500,0.98277
22.00000,1.83333,0.98511
22.10000,1.84167,0.98661
22.20000,1.85000,0.99049
22.30000,1.85833,0.99303
22.40000,1.86687,0.99645
22.50000,1.87521,0.99980
22.60000,1.88375,1.00176
22.70000,1.89187,1.00380
22.80000,1.90000,1.00696
22.90000,1.90833,1.00942
23.00000,1.91667,1.01231
23.10000,1.92500,1.01673
23.20000,1.93333,1.01661
23.30000,1.94146,1.02052
23.40000,1.95000,1.02274
23.50000,1.95854,1.02520
23.60000,1.96708,1.02812
23.70000,1.97521,1.03030
23.80000,1.98333,1.03356
23.90000,1.99167,1.03522
24.00000,2.00021,1.03813
24.10000,2.00875,1.04148
24.20000,2.01687,1.04285
24.30000,2.02500,1.04615
24.40000,2.03312,1.04799
24.50000,2.04187,1.05163
24.60000,2.05021,1.05349
24.70000,2.05833,1.05580
24.80000,2.06667,1.05960
24.90000,2.07521,1.06155
25.00000,2.08375,1.06311
25.10000,2.09208,1.06626
25.20000,2.09979,1.06760
25.30000,2.10812,1.07125
25.40000,2.11667,1.07256
25.50000,2.12521,1.07600
25.60000,2.13312,1.07816
25.70000,2.14125,1.08023
25.80000,2.14958,1.08252
25.90000,2.15854,1.08604
26.00000,2.16708,1.08838
26.10000,2.17521,1.09127
26.20000,2.18312,1.09404
26.30000,2.19146,1.09513
26.40000,2.20021,1.09943
26.50000,2.20875,1.10101
26.60000,2.21687,1.10326
26.70000,2.22500,1.10552
26.80000,2.23333,1.10704
26.90000,2.24187,1.11112
27.00000,2.25042,1.11316
27.10000,2.25833,1.11507
27.20000,2.26646,1.11782
27.30000,2.27500,1.11990
27.40000,2.28375,1.12320
27.50000,2.29229,1.12518
27.60000,2.30021,1.12712
27.70000,2.30812,1.12948
27.80000,2.31667,1.13269
27.90000,2.32542,1.13496
28.00000,2.33354,1.13690
28.10000,2.34146,1.13883
28.20000,2.34979,1.14037
28.30000,2.35812,1.14314
28.40000,2.36708,1.14613
28.50000,2.37521,1.14934
28.60000,2.38354,1.15062
28.70000,2.39146,1.15356
28.80000,2.40021,1.15529
28.90000,2.40875,1.15753
29.00000,2.41687,1.15952
29.10000,2.42500,1.16125
29.20000,2.43312,1.16511
29.30000,2.44187,1.16682
29.40000,2.45042,1.16903
29.50000,2.45854,1.17083
29.60000,2.46667,1.17322
29.70000,2.47479,1.17576
29.80000,2.48354,1.17896
29.90000,2.49208,1.18117
30.00000,2.50042,1.18356
30.10000,2.50833,1.18502
30.20000,2.51667,1.18731
30.30000,2.52521,1.18945
30.40000,2.53354,1.19260
30.50000,2.54167,1.19423
30.60000,2.54979,1.19612
30.70000,2.55812,1.19857
30.80000,2.56667,1.20136
30.90000,2.57521,1.20339
31.00000,2.58375,1.20582
31.10000,2.59187,1.20801
31.20000,2.60021,1.21014
31.30000,2.60854,1.21176
31.40000,2.61687,1.21473
31.50000,2.62521,1.21695
31.60000,2.63354,1.21826
31.70000,2.64167,1.22050
31.80000,2.65000,1.22303
31.90000,2.65833,1.22570
32.00000,2.66667,1.22663
32.10000,2.67500,1.22873
32.20000,2.68333,1.23121
32.30000,2.69167,1.23368
32.40000,2.70021,1.23594
32.50000,2.70875,1.23850
32.60000,2.71687,1.24003
32.70000,2.72500,1.24194
32.80000,2.73312,1.24402
32.90000,2.74167,1.24719
33.00000,2.75000,1.24750
33.10000,2.75833,1.25122
33.20000,2.76646,1.25274
33.30000,2.77479,1.25544
33.40000,2.78333,1.25781
33.50000,2.79187,1.25990
33.60000,2.80021,1.26194
33.70000,2.80833,1.26260
33.80000,2.81667,1.26541
33.90000,2.82500,1.26839
34.00000,2.83375,1.26986
34.10000,2.84208,1.27271
34.20000,2.85000,1.27416
34.30000,2.85812,1.27626
34.40000,2.86667,1.27827
34.50000,2.87542,1.28158
34.60000,2.88354,1.28315
34.70000,2.89167,1.28535
34.80000,2.90000,1.28716
34.90000,2.90854,1.28977
35.00000,2.91708,1.29118
35.10000,2.92521,1.29346
35.20000,2.93312,1.29490
35.30000,2.94146,1.29739
35.40000,2.95000,1.29997
35.50000,2.95854,1.30203
35.60000,2.96667,1.30427
35.70000,2.97479,1.30642
35.80000,2.98312,1.30889
35.90000,2.99208,1.31098
36.00000,3.00042,1.31324
36.10000,3.00854,1.31553
36.20000,3.01646,1.31679
36.30000,3.02500,1.31852
36.40000,3.03375,1.32139
36.50000,3.04208,1.32340
36.60000,3.05021,1.32530
36.70000,3.05812,1.32649
36.80000,3.06667,1.32979
36.90000,3.07542,1.33147
37.00000,3.08375,1.33366
37.10000,3.09167,1.33481
37.20000,3.09958,1.33702
37.30000,3.10833,1.33935
37.40000,3.11708,1.34151
37.50000,3.12562,1.34393
37.60000,3.13354,1.34512
37.70000,3.14125,1.34762
37.80000,3.15000,1.34954
37.90000,3.15875,1.35186
38.00000,3.16687,1.35376
38.10000,3.17479,1.35520
38.20000,3.18312,1.35783
38.30000,3.19167,1.36046
38.40000,3.20042,1.36245
38.50000,3.20875,1.36283
38.60000,3.21667,1.36509
38.70000,3.22479,1.36842
38.80000,3.23354,1.36918
38.90000,3.24208,1.37115
39.00000,3.25021,1.37334
39.10000,3.25833,1.37452
39.20000,3.26646,1.37706
39.30000,3.27521,1.37915
39.40000,3.28375,1.38117
39.50000,3.29187,1.38264
39.60000,3.30000,1.38478
39.70000,3.30812,1.38604
39.80000,3.31687,1.38879
39.90000,3.32542,1.38933
40.00000,3.33354,1.39272
40.10000,3.34167,1.39360
40.20000,3.35000,1.39608
40.30000,3.35833,1.39789
40.40000,3.36667,1.40011
40.50000,3.37500,1.40070
40.60000,3.38292,1.40349
40.70000,3.39146,1.40531
40.80000,3.40000,1.40782
40.90000,3.40875,1.41112
41.00000,3.41708,1.41153
41.10000,3.42521,1.41393
41.20000,3.43354,1.41592
41.30000,3.44187,1.41682
41.40000,3.45021,1.41911
41.50000,3.45854,1.42089
41.60000,3.46687,1.42325
41.70000,3.47521,1.42449
41.80000,3.48354,1.42653
41.90000,3.49187,1.43011
42.00000,3.50000,1.43035
42.10000,3.50833,1.43243
42.20000,3.51667,1.43469
42.30000,3.52500,1.43646
42.40000,3.53333,1.43831
42.50000,3.54187,1.44076
42.60000,3.55021,1.44329
42.70000,3.55833,1.44405
42.80000,3.56667,1.44575
42.90000,3.57521,1.44874
43.00000,3.58333,1.45087
43.10000,3.59167,1.45168
43.20000,3.59979,1.45408
43.30000,3.60812,1.45612
43.40000,3.61687,1.45763
43.50000,3.62542,1.45958
43.60000,3.63354,1.46196
43.70000,3.64187,1.46332
43.80000,3.65000,1.46558
43.90000,3.65854,1.46778
44.00000,3.66708,1.46902
44.10000,3.67521,1.47147
44.20000,3.68333,1.47229
44.30000,3.69146,1.47402
44.40000,3.69979,1.47624
44.50000,3.70854,1.47781
44.60000,3.71687,1.48103
44.70000,3.72479,1.48208
44.80000,3.73333,1.48336
44.90000,3.74187,1.48599
45.00000,3.75062,1.48794
45.10000,3.75875,1.49022
45.20000,3.76646,1.49024
45.30000,3.77479,1.49286
45.40000,3.78333,1.49438
45.50000,3.79187,1.49674
45.60000,3.80000,1.49863
45.70000,3.80812,1.50054
45.80000,3.81646,1.50217
45.90000,3.82542,1.50367
46.00000,3.83396,1.50598
46.10000,3.84187,1.50688
46.20000,3.84979,1.50874
46.30000,3.85812,1.51087
46.40000,3.86708,1.51238
46.50000,3.87542,1.51537
46.60000,3.88354,1.51686
46.70000,3.89146,1.51737
46.80000,3.90000,1.51987
46.90000,3.90875,1.52134
47.00000,3.91687,1.52472
47.10000,3.92500,1.52567
47.20000,3.93312,1.52653
47.30000,3.94167,1.52907
47.40000,3.95062,1.53061
47.50000,3.95875,1.53305
47.60000,3.96667,1.53419
47.70000,3.97458,1.53691
47.80000,3.98312,1.53722
47.90000,3.99187,1.54089
48.00000,4.00021,1.54236
48.10000,4.00812,1.54318
48.20000,4.01646,1.54564
48.30000,4.02500,1.54710
48.40000,4.03375,1.54879
48.50000,4.04208,1.55116
48.60000,4.05000,1.55248
48.70000,4.05812,1.55419
48.80000,4.06687,1.55596
48.90000,4.07542,1.55836
49.00000,4.08354,1.56016
49.10000,4.09167,1.56085
49.20000,4.09979,1.56362
49.30000,4.10854,1.56516
49.40000,4.11708,1.56708
49.50000,4.12521,1.56857
49.60000,4.13333,1.57035
49.70000,4.14146,1.57210
49.80000,4.15021,1.57438
49.90000,4.15875,1.57633
50.00000,4.16708,1.57722
50.10000,4.17521,1.57890
50.20000,4.18333,1.58134
50.30000,4.19187,1.58235
50.40000,4.20021,1.58423
50.50000,4.20833,1.58551
50.60000,4.21646,1.58806
50.70000,4.22479,1.59059
50.80000,4.23333,1.59137
50.90000,4.24208,1.59351
51.00000,4.25042,1.59496
51.10000,4.25833,1.59642
51.20000,4.26687,1.59864
51.30000,4.27521,1.59974
51.40000,4.28354,1.60087
51.50000,4.29187,1.60351
51.60000,4.30000,1.60434
51.70000,4.30833,1.60574
51.80000,4.31667,1.60809
51.90000,4.32500,1.60987
52.00000,4.33333,1.61106
52.10000,4.34167,1.61326
52.20000,4.35000,1.61450
52.30000,4.35833,1.61703
52.40000,4.36687,1.61856
52.50000,4.37542,1.62086
52.60000,4.38354,1.62248
52.70000,4.39167,1.62410
52.80000,4.40000,1.62443
52.90000,4.40833,1.62633
53.00000,4.41667,1.62772
53.10000,4.42479,1.63006
53.20000,4.43312,1.63192
53.30000,4.44146,1.63372
53.40000,4.45000,1.63508
53.50000,4.45875,1.63730
53.60000,4.46708,1.63853
53.70000,4.47500,1.64011
53.80000,4.48312,1.64178
53.90000,4.49167,1.64304
54.00000,4.50021,1.64525
54.10000,4.50854,1.64745
54.20000,4.51667,1.64908
54.30000,4.52500,1.65063
54.40000,4.53333,1.65204
54.50000,4.54208,1.65378
54.60000,4.55000,1.65570
54.70000,4.55812,1.65761
54.80000,4.56667,1.65913
54.90000,4.57521,1.66017
55.00000,4.58396,1.66317
55.10000,4.59187,1.66415
55.20000,4.59979,1.66566
55.30000,4.60812,1.66748
55.40000,4.61667,1.66902
55.50000,4.62521,1.67142
55.60000,4.63333,1.67347
55.70000,4.64146,1.67496
55.80000,4.64979,1.67656
55.90000,4.65875,1.67838
56.00000,4.66708,1.67977
56.10000,4.67521,1.68110
56.20000,4.68312,1.68327
56.30000,4.69167,1.68574
56.40000,4.70042,1.68695
56.50000,4.70875,1.68825
56.60000,4.71687,1.68938
56.70000,4.72479,1.69126
56.80000,4.73333,1.69280
56.90000,4.74208,1.69521
57.00000,4.75042,1.69619
57.10000,4.75833,1.69766
57.20000,4.76646,1.69909
57.30000,4.77500,1.70208
57.40000,4.78375,1.70318
57.50000,4.79208,1.70530
57.60000,4.80000,1.70614
57.70000,4.80812,1.70732
57.80000,4.81667,1.70852
57.90000,4.82521,1.71174
58.00000,4.83354,1.71222
58.10000,4.84146,1.71344
58.20000,4.84958,1.71540
58.30000,4.85812,1.71648
58.40000,4.86708,1.71946
58.50000,4.87521,1.72085
58.60000,4.88333,1.72165
58.70000,4.89167,1.72365
58.80000,4.90021,1.72478
58.90000,4.90875,1.72750
59.00000,4.91687,1.72840
59.10000,4.92521,1.72973
59.20000,4.93333,1.73221
59.30000,4.94187,1.73296
59.40000,4.95042,1.73501
59.50000,4.95833,1.73558
59.60000,4.96667,1.73780
59.70000,4.97500,1.73855
59.80000,4.98354,1.74074
59.90000,4.99187,1.74213
60.00000,5.00021,1.74363
60.10000,5.00854,1.74553
60.20000,5.01687,1.74737
60.30000,5.02521,1.74898
60.40000,5.03354,1.75095
60.50000,5.04167,1.75109
60.60000,5.04979,1.75357
60.70000,5.05833,1.75518
60.80000,5.06667,1.75796
60.90000,5.07521,1.75897
61.00000,5.08354,1.75927
61.10000,5.09187,1.76143
61.20000,5.10021,1.76305
61.30000,5.10854,1.76528
61.40000,5.11667,1.76556
61.50000,5.12521,1.76718
61.60000,5.13354,1.76952
61.70000,5.14187,1.77029
61.80000,5.15021,1.77238
61.90000,5.15833,1.77332
62.00000,5.16646,1.77453
62.10000,5.17500,1.77695
62.20000,5.18333,1.77807
62.30000,5.19187,1.77963
62.40000,5.20000,1.78130
62.50000,5.20833,1.78279
62.60000,5.21687,1.78434
62.70000,5.22521,1.78581
62.80000,5.23333,1.78719
62.90000,5.24167,1.78799
63.00000,5.25000,1.79016
63.10000,5.25833,1.79154
63.20000,5.26667,1.79385
63.30000,5.27479,1.79539
63.40000,5.28333,1.79681
63.50000,5.29187,1.79943
63.60000,5.30042,1.80087
63.70000,5.30854,1.80118
63.80000,5.31646,1.80323
63.90000,5.32500,1.80414
64.00000,5.33354,1.80668
64.10000,5.34208,1.80779
64.20000,5.35021,1.80911
64.30000,5.35833,1.81116
64.40000,5.36667,1.81173
64.50000,5.37521,1.81450
64.60000,5.38354,1.81522
64.70000,5.39167,1.81717
64.80000,5.39979,1.81888
64.90000,5.40833,1.81965
65.00000,5.41708,1.82227
65.10000,5.42542,1.82408
65.20000,5.43333,1.82501
65.30000,5.44146,1.82674
65.40000,5.45000,1.82720
65.50000,5.45854,1.82934
65.60000,5.46667,1.83098
65.70000,5.47458,1.83173
65.80000,5.48312,1.83380
65.90000,5.49187,1.83570
66.00000,5.50042,1.83632
66.10000,5.50854,1.83754
66.20000,5.51646,1.83974
66.30000,5.52479,1.84154
66.40000,5.53354,1.84274
66.50000,5.54208,1.84357
66.60000,5.55021,1.84535
66.70000,5.55812,1.84633
66.80000,5.56667,1.84817
66.90000,5.57521,1.85022
67.00000,5.58375,1.85222
67.10000,5.59167,1.85287
67.20000,5.59979,1.85389
67.30000,5.60833,1.85576
67.40000,5.61708,1.85866
67.50000,5.62542,1.85865
67.60000,5.63354,1.86031
67.70000,5.64146,1.86222
67.80000,5.65000,1.86298
67.90000,5.65875,1.86507
68.00000,5.66687,1.86685
68.10000,5.67479,1.86736
68.20000,5.68312,1.86964
68.30000,5.69146,1.87053
68.40000,5.70021,1.87287
68.50000,5.70875,1.87458
68.60000,5.71687,1.87491
68.70000,5.72500,1.87683
68.80000,5.73354,1.87758
68.90000,5.74208,1.88015
69.00000,5.75042,1.88172
69.10000,5.75854,1.88363
69.20000,5.76646,1.88457
69.30000,5.77521,1.88694
69.40000,5.78354,1.88822
69.50000,5.79187,1.88969
69.60000,5.80021,1.89042
69.70000,5.80833,1.89252
69.80000,5.81687,1.89395
69.90000,5.82521,1.89507
70.00000,5.83354,1.89639
70.10000,5.84187,1.89773
70.20000,5.85021,1.89932
70.30000,5.85854,1.90100
70.40000,5.86687,1.90255
70.50000,5.87500,1.90310
70.60000,5.88312,1.90605
70.70000,5.89167,1.90658
70.80000,5.90000,1.90831
70.90000,5.90854,1.90910
71.00000,5.91687,1.91061
71.10000,5.92500,1.91254
71.20000,5.93333,1.91324
71.30000,5.94167,1.91531
71.40000,5.95000,1.91593
71.50000,5.95833,1.91718
71.60000,5.96687,1.91922
71.70000,5.97521,1.92011
71.80000,5.98354,1.92211
71.90000,5.99167,1.92328
72.00000,6.00000,1.92483
72.10000,6.00854,1.92628
72.20000,6.01667,1.92773
72.30000,6.02500,1.92979
72.40000,6.03333,1.93054
72.50000,6.04187,1.93208
72.60000,6.05042,1.93338
72.70000,6.05854,1.93448
72.80000,6.06667,1.93701
72.90000,6.07500,1.93851
73.00000,6.08333,1.93916
73.10000,6.09167,1.94008
73.20000,6.09979,1.94220
73.30000,6.10792,1.94256
73.40000,6.11667,1.94547
73.50000,6.12521,1.94666
73.60000,6.13375,1.94796
73.70000,6.14187,1.94909
73.80000,6.15000,1.95063
73.90000,6.15833,1.95180
74.00000,6.16687,1.95353
74.10000,6.17542,1.95372
74.20000,6.18333,1.95559
74.30000,6.19167,1.95707
74.40000,6.20021,1.95863
74.50000,6.20875,1.96024
74.60000,6.21687,1.96210
74.70000,6.22479,1.96333
74.80000,6.23312,1.96482
74.90000,6.24167,1.96553
75.00000,6.25042,1.96753
75.10000,6.25875,1.96860
75.20000,6.26667,1.97022
75.30000,6.27479,1.97184
75.40000,6.28333,1.97246
75.50000,6.29187,1.97466
75.60000,6.30021,1.97576
75.70000,6.30812,1.97684
75.80000,6.31646,1.97749
75.90000,6.32521,1.97948
76.00000,6.33396,1.98240
76.10000,6.34187,1.98298
76.20000,6.34979,1.98331
76.30000,6.35833,1.98462
76.40000,6.36687,1.98711
76.50000,6.37542,1.98815
76.60000,6.38354,1.98858
76.70000,6.39167,1.99074
76.80000,6.40000,1.99048
76.90000,6.40833,1.99320
77.00000,6.41687,1.99485
77.10000,6.42500,1.99602
77.20000,6.43312,1.99776
77.30000,6.44167,1.99873
77.40000,6.45042,2.00091
77.50000,6.45875,2.00289
77.60000,6.46687,2.00333
77.70000,6.47479,2.00453
77.80000,6.48312,2.00595
77.90000,6.49187,2.00796
78.00000,6.50021,2.00923
78.10000,6.50812,2.01070
78.20000,6.51646,2.01126
78.30000,6.52500,2.01344
78.40000,6.53375,2.01506
78.50000,6.54208,2.01670
78.60000,6.55021,2.01707
78.70000,6.55833,2.01917
78.80000,6.56687,2.02047
78.90000,6.57521,2.02289
79.00000,6.58354,2.02279
79.10000,6.59187,2.02394
79.20000,6.60000,2.02518
79.30000,6.60854,2.02738
79.40000,6.61708,2.02954
79.50000,6.62521,2.02884
79.60000,6.63333,2.02998
79.70000,6.64146,2.03217
79.80000,6.65000,2.03302
79.90000,6.65854,2.03506
80.00000,6.66687,2.03630
80.10000,6.67521,2.03888
80.20000,6.68333,2.03833
80.30000,6.69187,2.04030
80.40000,6.70021,2.04161
80.50000,6.70833,2.04183
80.60000,6.71646,2.04369
80.70000,6.72479,2.04469
80.80000,6.73333,2.04644
80.90000,6.74187,2.04856
81.00000,6.75021,2.04850
81.10000,6.75854,2.05094
81.20000,6.76687,2.05138
81.30000,6.77521,2.05259
81.40000,6.78333,2.05461
81.50000,6.79167,2.05454
81.60000,6.80021,2.05731
81.70000,6.80854,2.05862
81.80000,6.81687,2.05974
81.90000,6.82500,2.06171
82.00000,6.83333,2.06247
82.10000,6.84167,2.06441
82.20000,6.85000,2.06462
82.30000,6.85833,2.06685
82.40000,6.86667,2.06832
82.50000,6.87521,2.06946
82.60000,6.88375,2.07046
82.70000,6.89187,2.07065
82.80000,6.90000,2.07375
82.90000,6.90833,2.07367
83.00000,6.91667,2.07614
83.10000,6.92500,2.07651
83.20000,6.93333,2.07834
83.30000,6.94146,2.07943
83.40000,6.95000,2.08040
83.50000,6.95875,2.08211
83.60000,6.96708,2.08334
83.70000,6.97500,2.08406
83.80000,6.98312,2.08581
83.90000,6.99167,2.08720
84.00000,7.00042,2.08902
84.10000,7.00854,2.09126
84.20000,7.01667,2.09078
84.30000,7.02500,2.09308
84.40000,7.03333,2.09391
84.50000,7.04187,2.09493
84.60000,7.05021,2.09553
84.70000,7.05833,2.09684
84.80000,7.06667,2.09955
84.90000,7.07521,2.10123
85.00000,7.08375,2.10188
85.10000,7.09187,2.10378
85.20000,7.09979,2.10373
85.30000,7.10812,2.10592
85.40000,7.11667,2.10546
85.50000,7.12521,2.10802
85.60000,7.13354,2.10876
85.70000,7.14146,2.11018
85.80000,7.14979,2.11142
85.90000,7.15854,2.11239
86.00000,7.16708,2.11476
86.10000,7.17521,2.11553
86.20000,7.18312,2.11623
86.30000,7.19167,2.11886
86.40000,7.20021,2.11989
86.50000,7.20875,2.12092
86.60000,7.21687,2.12234
86.70000,7.22479,2.12280
86.80000,7.23333,2.12454
86.90000,7.24208,2.12596
87.00000,7.25042,2.12743
87.10000,7.25833,2.12933
87.20000,7.26646,2.12849
87.30000,7.27500,2.13108
87.40000,7.28375,2.13228
87.50000,7.29229,2.13347
87.60000,7.30021,2.13443
87.70000,7.30812,2.13561
87.80000,7.31667,2.13642
87.90000,7.32542,2.13928
88.00000,7.33354,2.14024
88.10000,7.34125,2.14114
88.20000,7.34979,2.14248
88.30000,7.35812,2.14465
88.40000,7.36708,2.14481
88.50000,7.37542,2.14759
88.60000,7.38333,2.14806
88.70000,7.39167,2.14886
88.80000,7.40021,2.15067
88.90000,7.40875,2.15227
89.00000,7.41708,2.15335
89.10000,7.42500,2.15369
89.20000,7.43312,2.15628
89.30000,7.44187,2.15703
89.40000,7.45042,2.15853
89.50000,7.45854,2.15965
89.60000,7.46667,2.16025
89.70000,7.47479,2.16196
89.80000,7.48354,2.16352
89.90000,7.49208,2.16420
90.00000,7.50021,2.16648
90.10000,7.50833,2.16734
90.20000,7.51667,2.16791
90.30000,7.52521,2.16909
90.40000,7.53354,2.17108
90.50000,7.54167,2.17210
90.60000,7.54979,2.17288
90.70000,7.55812,2.17436
90.80000,7.56687,2.17549
90.90000,7.57542,2.17709
91.00000,7.58375,2.17795
91.10000,7.59167,2.17917
91.20000,7.60000,2.17993
91.30000,7.60833,2.18161
91.40000,7.61667,2.18250
91.50000,7.62521,2.18436
91.60000,7.63354,2.18491
91.70000,7.64167,2.18819
91.80000,7.65021,2.18766
91.90000,7.65854,2.19004
92.00000,7.66687,2.19001
92.10000,7.67500,2.19135
92.20000,7.68333,2.19223
92.30000,7.69187,2.19276
92.40000,7.70000,2.19475
92.50000,7.70854,2.19504
92.60000,7.71708,2.19677
92.70000,7.72500,2.19846
92.80000,7.73333,2.19873
92.90000,7.74167,2.20135
93.00000,7.75000,2.20057
93.10000,7.75833,2.20348
