"42.90000","3.57646","1.40821"
"43.00000","3.58500","1.40896"
"43.10000","3.59292","1.41102"
"43.20000","3.60104","1.41229"
"43.30000","3.60958","1.41576"
"43.40000","3.61833","1.41737"
"43.50000","3.62687","1.41941"
"43.60000","3.63479","1.41973"
"43.70000","3.64292","1.42222"
"43.80000","3.65125","1.42431"
"43.90000","3.65979","1.42566"
"44.00000","3.66812","1.42847"
"44.10000","3.67625","1.42973"
"44.20000","3.68458","1.43174"
"44.30000","3.69312","1.43401"
"44.40000","3.70167","1.43492"
"44.50000","3.70979","1.43836"
"44.60000","3.71771","1.43897"
"44.70000","3.72604","1.44204"
"44.80000","3.73479","1.44473"
"44.90000","3.74354","1.44463"
"45.00000","3.75167","1.44780"
"45.10000","3.75958","1.44823"
"45.20000","3.76771","1.45074"
"45.30000","3.77646","1.45238"
"45.40000","3.78500","1.45521"
"45.50000","3.79333","1.45662"
"45.60000","3.80104","1.45888"
"45.70000","3.80937","1.46046"
"45.80000","3.81812","1.46285"
"45.90000","3.82687","1.46490"
"46.00000","3.83500","1.46650"
"46.10000","3.84292","1.46699"
"46.20000","3.85104","1.46992"
"46.30000","3.85979","1.47204"
"46.40000","3.86812","1.47458"
"46.50000","3.87625","1.47533"
"46.60000","3.88437","1.47746"
"46.70000","3.89292","1.47893"
"46.80000","3.90167","1.48217"
"46.90000","3.91000","1.48427"
"47.00000","3.91812","1.48488"
"47.10000","3.92604","1.48776"
"47.20000","3.93437","1.48934"
"47.30000","3.94333","1.49072"
"47.40000","3.95167","1.49337"
"47.50000","3.95979","1.49539"
"47.60000","3.96792","1.49620"
"47.70000","3.97625","1.49948"
"47.80000","3.98500","1.50107"
"47.90000","3.99312","1.50198"
"48.00000","4.00146","1.50344"
"48.10000","4.00958","1.50586"
"48.20000","4.01792","1.50829"
"48.30000","4.02646","1.51057"
"48.40000","4.03500","1.51114"
"48.50000","4.04333","1.51406"
"48.60000","4.05146","1.51531"
"48.70000","4.05979","1.51644"
"48.80000","4.06812","1.51857"
"48.90000","4.07625","1.52098"
"49.00000","4.08458","1.52187"
"49.10000","4.09292","1.52353"
"49.20000","4.10125","1.52593"
"49.30000","4.10979","1.52686"
"49.40000","4.11812","1.52927"
"49.50000","4.12646","1.53045"
"49.60000","4.13479","1.53286"
"49.70000","4.14312","1.53363"
"49.80000","4.15146","1.53716"
"49.90000","4.15979","1.53780"
"50.00000","4.16812","1.53881"
"50.10000","4.17646","1.54167"
"50.20000","4.18479","1.54283"
"50.30000","4.19312","1.54494"
"50.40000","4.20125","1.54627"
"50.50000","4.20958","1.54788"
"50.60000","4.21812","1.55002"
"50.70000","4.22646","1.55081"
"50.80000","4.23458","1.55323"
"50.90000","4.24312","1.55476"
"51.00000","4.25167","1.55735"
"51.10000","4.26000","1.55890"
"51.20000","4.26812","1.56081"
"51.30000","4.27625","1.56194"
"51.40000","4.28437","1.56338"
"51.50000","4.29292","1.56627"
"51.60000","4.30146","1.56737"
"51.70000","4.30958","1.56901"
"51.80000","4.31771","1.57024"
"51.90000","4.32625","1.57114"
"52.00000","4.33479","1.57446"
"52.10000","4.34312","1.57488"
"52.20000","4.35125","1.57678"
"52.30000","4.35979","1.57795"
"52.40000","4.36812","1.58042"
"52.50000","4.37667","1.58270"
"52.60000","4.38479","1.58608"
"52.70000","4.39271","1.58637"
"52.80000","4.40125","1.58784"
"52.90000","4.40979","1.58976"
"53.00000","4.41833","1.59174"
"53.10000","4.42646","1.59435"
"53.20000","4.43437","1.59413"
"53.30000","4.44292","1.59714"
"53.40000","4.45146","1.59908"
"53.50000","4.46021","1.60151"
"53.60000","4.46812","1.60305"
"53.70000","4.47625","1.60429"
"53.80000","4.48437","1.60597"
"53.90000","4.49292","1.60785"
"54.00000","4.50146","1.60948"
"54.10000","4.50958","1.61069"
"54.20000","4.51771","1.61303"
"54.30000","4.52646","1.61499"
"54.40000","4.53500","1.61701"
"54.50000","4.54333","1.61923"
"54.60000","4.55125","1.61931"
"54.70000","4.55937","1.62216"
"54.80000","4.56812","1.62349"
"54.90000","4.57667","1.62444"
"55.00000","4.58500","1.62666"
"55.10000","4.59292","1.62798"
"55.20000","4.60104","1.63003"
"55.30000","4.60979","1.63218"
"55.40000","4.61833","1.63405"
"55.50000","4.62667","1.63529"
"55.60000","4.63437","1.63545"
"55.70000","4.64271","1.63755"
"55.80000","4.65125","1.63918"
"55.90000","4.66021","1.64138"
"56.00000","4.66833","1.64437"
"56.10000","4.67625","1.64506"
"56.20000","4.68458","1.64757"
"56.30000","4.69312","1.64956"
"56.40000","4.70146","1.64948"
"56.50000","4.70958","1.65127"
"56.60000","4.71771","1.65330"
"56.70000","4.72604","1.65494"
"56.80000","4.73479","1.65689"
"56.90000","4.74333","1.65789"
"57.00000","4.75146","1.66003"
"57.10000","4.75937","1.66172"
"57.20000","4.76792","1.66345"
"57.30000","4.77667","1.66557"
"57.40000","4.78500","1.66616"
"57.50000","4.79312","1.66707"
"57.60000","4.80104","1.67059"
"57.70000","4.80958","1.67184"
"57.80000","4.81833","1.67466"
"57.90000","4.82667","1.67700"
"58.00000","4.83500","1.67593"
"58.10000","4.84292","1.67827"
"58.20000","4.85125","1.67986"
"58.30000","4.86000","1.68249"
"58.40000","4.86833","1.68403"
"58.50000","4.87667","1.68614"
"58.60000","4.88479","1.68661"
"58.70000","4.89312","1.68788"
"58.80000","4.90146","1.69008"
"58.90000","4.90958","1.69148"
"59.00000","4.91792","1.69262"
"59.10000","4.92604","1.69466"
"59.20000","4.93458","1.69700"
